,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
9/25/2024,"1,303.5","1,250.2","1,197.4","1,173.2","1,159.9","1,201.8","1,229.7","1,417.5","1,550.8","1,621.3","1,669.6","1,704.0","1,721.9","1,770.2","1,796.0","1,795.9","1,705.6","1,594.6","1,610.1","1,605.8","1,568.9","1,540.6","1,475.4","1,399.1"
9/26/2024,"1,334.9","1,278.4","1,238.4","1,215.9","1,185.9","1,227.6","1,266.9","1,423.0","1,525.3","1,591.8","1,674.3","1,682.4","1,686.5","1,712.7","1,726.3","1,688.1","1,617.7","1,513.6","1,560.6","1,549.6","1,539.3","1,513.4","1,460.0","1,401.8"
9/27/2024,"1,324.7","1,271.1","1,224.1","1,193.7","1,182.0","1,216.8","1,254.9","1,412.9","1,532.3","1,588.5","1,642.6","1,651.7","1,664.0","1,708.0","1,687.0","1,606.7","1,536.2","1,458.4","1,496.6","1,478.7","1,433.9","1,397.6","1,313.2","1,284.5"
9/28/2024,"1,238.3","1,198.1","1,158.1","1,135.9","1,116.2","1,125.1","1,121.0","1,234.0","1,322.8","1,389.0","1,465.2","1,508.8","1,494.2","1,510.5","1,481.7","1,439.9","1,391.0","1,373.3","1,435.1","1,432.9","1,400.5","1,384.3","1,331.9","1,273.6"
9/29/2024,"1,232.7","1,191.9","1,161.2","1,138.0","1,116.7","1,112.5","1,096.3","1,121.2","1,141.6","1,191.9","1,264.4","1,254.3","1,281.0","1,262.2","1,259.9","1,244.8","1,230.9","1,242.9","1,311.8","1,290.9","1,274.1","1,268.1","1,214.5","1,170.7"
9/30/2024,"1,134.4","1,092.2","1,071.1","1,048.4","1,053.5","1,114.1","1,146.4","1,309.2","1,433.6","1,509.1","1,558.1","1,571.6","1,549.4","1,548.0","1,558.0","1,526.0","1,477.7","1,380.1","1,403.2","1,389.9","1,347.8","1,329.9","1,255.6","1,200.0"
10/1/2024,"1,151.7","1,135.6","1,108.3","1,084.2","1,090.7","1,141.2","1,164.0","1,332.6","1,445.4","1,519.3","1,576.8","1,607.6","1,621.5","1,641.0","1,672.7","1,662.8","1,604.6","1,528.1","1,573.5","1,564.4","1,539.6","1,516.5","1,463.2","1,376.7"
10/2/2024,"1,314.6","1,268.4","1,220.7","1,197.7","1,186.1","1,223.8","1,228.1","1,381.8","1,491.7","1,629.9","1,630.1","1,672.9","1,699.4","1,718.4","1,735.8","1,729.1","1,675.4","1,601.1","1,609.2","1,605.1","1,588.9","1,562.8","1,515.5","1,446.1"
10/3/2024,"1,376.8","1,291.2","1,256.2","1,223.9","1,209.2","1,235.4","1,251.8","1,437.7","1,534.3","1,606.8","1,648.8","1,671.9","1,709.6","1,762.5","1,780.1","1,775.8","1,750.5","1,634.9","1,659.6","1,651.5","1,654.7","1,630.8","1,572.9","1,499.0"
10/4/2024,"1,399.4","1,339.6","1,289.7","1,256.3","1,243.2","1,262.5","1,292.0","1,486.7","1,574.3","1,654.4","1,684.8","1,703.8","1,739.5","1,819.3","1,791.5","1,814.1","1,762.6","1,678.4","1,674.0","1,634.6","1,622.2","1,598.6","1,536.1","1,486.9"
10/5/2024,"1,417.6","1,364.9","1,319.2","1,282.7","1,265.6","1,265.0","1,233.5","1,358.9","1,441.4","1,514.5","1,538.2","1,558.2","1,566.3","1,553.5","1,554.4","1,457.6","1,412.2","1,401.9","1,457.1","1,448.3","1,424.8","1,398.5","1,361.5","1,316.3"
10/6/2024,"1,258.7","1,206.3","1,178.6","1,155.6","1,131.6","1,116.0","1,074.1","1,084.0","1,134.5","1,199.7","1,252.1","1,330.2","1,373.2","1,391.6","1,393.5","1,388.4","1,380.0","1,376.9","1,457.5","1,453.6","1,450.2","1,442.2","1,412.4","1,334.8"
10/7/2024,"1,269.5","1,217.6","1,180.3","1,148.3","1,139.0","1,182.9","1,226.1","1,396.9","1,508.2","1,583.8","1,631.3","1,672.5","1,715.3","1,744.3","1,745.0","1,726.7","1,683.9","1,573.8","1,609.2","1,590.4","1,575.5","1,546.8","1,484.2","1,413.9"
10/8/2024,"1,332.7","1,265.4","1,220.7","1,189.8","1,170.6","1,220.5","1,246.3","1,418.4","1,521.4","1,602.9","1,661.1","1,662.7","1,676.7","1,700.3","1,710.4","1,699.1","1,624.2","1,538.9","1,585.9","1,568.8","1,530.4","1,495.0","1,453.4","1,383.3"
10/9/2024,"1,304.2","1,258.4","1,225.0","1,201.3","1,188.4","1,237.0","1,265.6","1,445.1","1,524.7","1,565.7","1,601.1","1,620.7","1,623.9","1,678.2","1,678.5","1,681.5","1,620.9","1,541.7","1,564.6","1,535.0","1,508.7","1,477.9","1,423.5","1,348.3"
10/10/2024,"1,274.6","1,227.2","1,205.7","1,174.4","1,168.9","1,217.4","1,243.4","1,443.7","1,521.8","1,609.3","1,676.0","1,671.5","1,702.1","1,737.3","1,731.0","1,644.6","1,588.1","1,526.7","1,551.1","1,546.0","1,513.2","1,477.7","1,428.0","1,362.0"
10/11/2024,"1,291.5","1,244.7","1,178.2","1,145.4","1,134.0","1,177.5","1,196.2","1,404.2","1,500.2","1,563.8","1,621.4","1,616.7","1,650.6","1,717.0","1,723.3","1,675.5","1,602.3","1,471.6","1,489.5","1,464.6","1,423.6","1,381.7","1,330.7","1,277.5"
10/12/2024,"1,256.9","1,218.1","1,168.1","1,151.4","1,137.2","1,154.8","1,152.0","1,248.2","1,320.4","1,377.6","1,412.3","1,435.5","1,441.9","1,470.3","1,507.5","1,491.8","1,467.2","1,447.0","1,509.7","1,504.7","1,487.7","1,456.3","1,410.8","1,358.9"
10/13/2024,"1,282.7","1,254.5","1,211.7","1,187.5","1,161.0","1,152.4","1,114.7","1,141.5","1,182.8","1,252.4","1,322.9","1,368.7","1,427.1","1,429.8","1,431.1","1,433.6","1,403.6","1,418.5","1,477.3","1,496.6","1,505.5","1,489.7","1,449.4","1,384.9"
10/14/2024,"1,324.8","1,269.4","1,225.1","1,198.7","1,177.5","1,197.5","1,236.1","1,441.9","1,544.5","1,609.1","1,660.2","1,672.4","1,706.0","1,719.3","1,706.8","1,698.3","1,637.0","1,540.0","1,580.2","1,581.7","1,543.3","1,520.1","1,452.6","1,368.1"
10/15/2024,"1,318.0","1,268.1","1,228.4","1,208.0","1,201.0","1,248.2","1,265.7","1,430.7","1,520.7","1,608.4","1,644.3","1,641.8","1,652.6","1,702.3","1,699.8","1,653.3","1,558.8","1,509.5","1,494.2","1,467.5","1,446.7","1,411.6","1,335.5","1,276.7"
10/16/2024,"1,209.8","1,157.7","1,131.3","1,085.7","1,096.6","1,154.7","1,213.0","1,340.2","1,421.0","1,512.6","1,578.1","1,622.1","1,684.1","1,702.8","1,676.7","1,671.4","1,602.1","1,522.0","1,538.0","1,552.1","1,517.1","1,475.0","1,404.2","1,356.4"
10/17/2024,"1,293.7","1,239.0","1,195.4","1,177.0","1,172.4","1,195.3","1,235.4","1,396.1","1,481.9","1,553.0","1,609.7","1,632.6","1,644.8","1,670.2","1,721.7","1,714.0","1,679.5","1,591.6","1,648.9","1,622.8","1,605.9","1,559.2","1,512.8","1,446.7"
10/18/2024,"1,367.6","1,299.3","1,241.8","1,230.2","1,218.7","1,236.2","1,271.6","1,440.4","1,552.6","1,632.3","1,672.6","1,710.3","1,727.8","1,773.5","1,791.2","1,759.2","1,666.3","1,580.2","1,599.7","1,571.8","1,552.8","1,515.6","1,470.8","1,417.5"
10/19/2024,"1,348.1","1,290.9","1,244.9","1,222.6","1,193.4","1,197.8","1,181.7","1,271.2","1,382.6","1,480.4","1,553.0","1,594.3","1,558.6","1,489.3","1,433.2","1,384.4","1,329.4","1,349.9","1,356.7","1,351.0","1,319.2","1,287.0","1,237.0","1,186.6"
10/20/2024,"1,140.0","1,121.5","1,101.7","1,084.1","1,076.2","1,073.1","1,014.3","1,080.9","1,130.0","1,190.1","1,289.2","1,311.8","1,297.1","1,274.0","1,268.7","1,226.9","1,205.8","1,247.5","1,286.6","1,278.1","1,277.4","1,254.5","1,206.1","1,153.5"
10/21/2024,"1,106.0","1,076.3","1,042.0","1,034.4","1,015.7","1,082.3","1,126.6","1,308.5","1,389.1","1,469.2","1,542.5","1,587.0","1,610.1","1,659.9","1,699.1","1,697.3","1,616.2","1,523.2","1,559.4","1,561.9","1,545.6","1,506.0","1,438.9","1,356.4"
10/22/2024,"1,294.9","1,240.9","1,210.9","1,186.1","1,166.7","1,219.3","1,209.6","1,382.1","1,467.9","1,536.0","1,564.5","1,607.7","1,650.4","1,688.8","1,709.2","1,697.6","1,653.3","1,552.9","1,559.5","1,556.4","1,526.5","1,499.5","1,451.9","1,381.5"
10/23/2024,"1,306.6","1,235.3","1,206.7","1,169.4","1,152.5","1,197.9","1,212.2","1,405.0","1,539.0","1,625.8","1,679.5","1,717.9","1,720.9","1,742.5","1,728.4","1,753.6","1,624.4","1,535.3","1,581.6","1,574.2","1,553.7","1,529.5","1,447.3","1,384.8"
10/24/2024,"1,304.8","1,252.9","1,199.8","1,172.4","1,167.0","1,190.4","1,250.0","1,421.6","1,554.7","1,620.1","1,686.8","1,712.9","1,710.1","1,734.6","1,744.7","1,717.1","1,652.2","1,587.4","1,638.0","1,622.8","1,577.3","1,554.2","1,493.3","1,437.4"
10/25/2024,"1,349.1","1,299.0","1,254.8","1,223.4","1,206.6","1,239.3","1,263.0","1,417.7","1,520.8","1,585.8","1,626.9","1,647.0","1,621.6","1,633.9","1,655.5","1,647.8","1,605.4","1,512.8","1,569.0","1,556.1","1,522.7","1,496.2","1,441.3","1,391.9"
10/26/2024,"1,324.0","1,259.4","1,233.4","1,207.2","1,175.8","1,184.7","1,166.9","1,298.0","1,419.7","1,478.1","1,544.2","1,578.7","1,556.6","1,605.7","1,593.5","1,598.5","1,504.3","1,490.7","1,496.6","1,486.4","1,459.5","1,429.9","1,354.9","1,314.3"
10/27/2024,"1,268.7","1,226.0","1,192.5","1,165.1","1,153.9","1,163.8","1,135.9","1,147.5","1,184.7","1,213.1","1,268.7","1,309.4","1,322.4","1,396.3","1,393.2","1,426.2","1,413.0","1,420.8","1,473.3","1,452.1","1,446.3","1,428.5","1,389.5","1,337.7"
10/28/2024,"1,284.0","1,238.5","1,208.5","1,188.3","1,177.8","1,227.9","1,234.2","1,420.8","1,554.0","1,630.4","1,681.8","1,708.4","1,723.5","1,738.0","1,770.2","1,736.7","1,641.7","1,514.9","1,540.4","1,527.8","1,513.3","1,479.2","1,419.7","1,351.0"
10/29/2024,"1,276.2","1,236.9","1,205.4","1,173.7","1,170.8","1,218.7","1,232.4","1,401.4","1,490.8","1,578.4","1,654.7","1,683.2","1,693.7","1,741.0","1,772.4","1,754.4","1,707.6","1,605.3","1,647.8","1,620.7","1,590.3","1,570.8","1,500.2","1,438.5"
10/30/2024,"1,370.9","1,310.1","1,261.8","1,229.5","1,206.6","1,223.3","1,258.1","1,417.3","1,536.4","1,603.0","1,643.0","1,669.1","1,719.6","1,742.9","1,748.3","1,670.7","1,590.0","1,515.0","1,555.3","1,535.8","1,513.8","1,481.8","1,418.7","1,348.2"
10/31/2024,"1,285.7","1,238.0","1,187.2","1,159.5","1,146.3","1,195.2","1,226.9","1,380.7","1,501.0","1,534.1","1,572.3","1,573.3","1,561.3","1,599.0","1,587.5","1,559.8","1,502.9","1,468.2","1,496.2","1,476.2","1,438.3","1,411.0","1,369.8","1,313.2"
11/1/2024,"1,232.8","1,187.2","1,155.6","1,127.0","1,137.5","1,189.4","1,191.4","1,334.5","1,470.1","1,574.6","1,591.7","1,617.7","1,647.1","1,658.2","1,635.0","1,606.8","1,537.6","1,441.7","1,467.7","1,441.1","1,425.6","1,376.0","1,357.9","1,289.3"
11/2/2024,"1,257.0","1,207.9","1,182.8","1,167.8","1,157.1","1,162.7","1,149.0","1,231.2","1,310.9","1,389.3","1,409.9","1,431.7","1,423.3","1,437.3","1,439.0","1,373.5","1,359.4","1,359.2","1,376.5","1,364.4","1,339.4","1,322.8","1,274.3","1,227.1"
11/3/2024,"1,193.6","1,156.7","1,118.5","1,097.9","1,077.7","1,076.5","1,050.6","1,084.1","1,124.8","1,164.1","1,190.4","1,214.0","1,229.0","1,223.8","1,212.1","1,194.2","1,192.1","1,219.1","1,281.1","1,271.2","1,272.1","1,257.0","1,212.1","1,163.1"
11/4/2024,"1,133.7","1,102.6","1,079.5","1,068.3","1,040.5","1,048.3","1,044.2","1,082.4","1,110.9","1,149.6","1,233.5","1,280.3","1,276.3","1,282.7","1,305.0","1,292.4","1,256.5","1,277.6","1,315.3","1,307.1","1,292.3","1,276.2","1,252.8","1,187.5"
11/5/2024,"1,174.3","1,129.1","1,087.0","1,061.9","1,053.1","1,080.5","1,062.4","1,116.4","1,138.4","1,177.3","1,224.0","1,296.9","1,314.5","1,359.1","1,382.2","1,391.6","1,369.4","1,388.6","1,438.2","1,424.7","1,413.6","1,403.5","1,357.5","1,316.3"
11/6/2024,"1,229.2","1,189.0","1,158.3","1,130.8","1,116.8","1,163.5","1,221.8","1,382.1","1,463.2","1,538.1","1,594.4","1,625.4","1,628.0","1,688.4","1,680.7","1,672.6","1,625.3","1,536.1","1,567.9","1,556.7","1,516.0","1,498.9","1,438.6","1,378.4"
11/7/2024,"1,298.8","1,244.3","1,200.5","1,175.7","1,154.4","1,203.6","1,242.2","1,448.3","1,501.2","1,561.6","1,640.3","1,676.0","1,652.5","1,709.7","1,737.2","1,734.0","1,635.6","1,532.2","1,547.5","1,527.6","1,495.9","1,494.6","1,458.9","1,397.9"
11/8/2024,"1,323.1","1,280.5","1,229.3","1,180.3","1,168.0","1,207.0","1,226.8","1,452.8","1,575.2","1,634.2","1,671.0","1,663.0","1,640.7","1,650.4","1,621.4","1,567.4","1,526.9","1,482.2","1,508.6","1,457.9","1,430.3","1,389.5","1,354.3","1,298.8"
11/9/2024,"1,254.4","1,176.1","1,130.4","1,127.5","1,123.6","1,132.5","1,141.9","1,260.8","1,354.2","1,404.2","1,444.6","1,460.7","1,434.8","1,413.8","1,401.4","1,403.0","1,366.6","1,378.8","1,423.6","1,407.8","1,371.3","1,321.3","1,278.6","1,230.1"
11/10/2024,"1,192.7","1,145.3","1,118.2","1,095.8","1,080.4","1,072.4","1,050.5","1,086.8","1,108.0","1,110.0","1,158.5","1,195.6","1,214.7","1,237.5","1,245.1","1,246.6","1,247.5","1,256.0","1,300.1","1,291.2","1,282.0","1,281.8","1,241.7","1,203.8"
11/11/2024,"1,170.0","1,145.3","1,115.2","1,097.7","1,084.0","1,089.5","1,081.2","1,116.7","1,145.0","1,169.0","1,229.4","1,251.1","1,252.3","1,256.5","1,257.7","1,266.6","1,252.1","1,276.5","1,347.3","1,331.3","1,327.4","1,285.8","1,279.1","1,222.0"
11/12/2024,"1,184.5","1,160.0","1,125.2","1,100.0","1,103.5","1,160.4","1,220.5","1,409.7","1,473.6","1,525.2","1,562.9","1,600.2","1,581.9","1,595.2","1,587.8","1,571.3","1,521.9","1,445.5","1,489.4","1,480.9","1,447.2","1,393.0","1,339.2","1,304.4"
11/13/2024,"1,236.6","1,198.0","1,176.5","1,160.6","1,147.6","1,200.5","1,236.3","1,392.4","1,454.3","1,502.6","1,547.7","1,558.9","1,540.7","1,543.9","1,532.1","1,502.1","1,489.2","1,411.5","1,450.5","1,412.1","1,378.9","1,331.8","1,298.7","1,225.8"
11/14/2024,"1,168.4","1,150.1","1,120.3","1,103.9","1,106.6","1,171.7","1,216.9","1,376.0","1,428.3","1,479.6","1,525.8","1,542.7","1,541.7","1,559.6","1,557.4","1,529.5","1,487.8","1,437.8","1,485.4","1,455.1","1,430.8","1,376.9","1,339.7","1,268.0"
11/15/2024,"1,207.5","1,151.1","1,111.4","1,096.9","1,093.3","1,145.9","1,178.5","1,334.6","1,411.0","1,485.8","1,525.3","1,559.9","1,567.7","1,564.4","1,597.8","1,579.7","1,540.3","1,456.5","1,513.4","1,482.0","1,442.7","1,410.9","1,367.9","1,321.2"
11/16/2024,"1,276.5","1,214.2","1,178.0","1,155.1","1,134.9","1,143.4","1,134.8","1,240.0","1,321.3","1,391.3","1,434.8","1,460.0","1,433.9","1,436.2","1,423.2","1,403.1","1,388.2","1,406.2","1,440.2","1,433.6","1,401.9","1,348.2","1,310.8","1,271.8"
11/17/2024,"1,232.1","1,200.1","1,159.9","1,131.7","1,109.8","1,103.0","1,076.4","1,099.3","1,122.5","1,155.7","1,232.9","1,261.5","1,306.7","1,306.1","1,328.9","1,352.9","1,349.7","1,347.8","1,414.2","1,428.4","1,416.2","1,418.5","1,384.9","1,325.3"
11/18/2024,"1,270.6","1,242.4","1,205.1","1,174.5","1,165.8","1,215.0","1,250.4","1,417.2","1,509.6","1,597.1","1,672.6","1,688.5","1,698.4","1,726.5","1,739.0","1,715.9","1,661.4","1,515.9","1,554.2","1,545.3","1,536.8","1,497.2","1,447.0","1,385.4"
11/19/2024,"1,322.8","1,270.6","1,237.3","1,209.1","1,202.9","1,257.2","1,265.0","1,447.7","1,536.7","1,642.3","1,674.0","1,701.7","1,736.3","1,763.5","1,746.9","1,700.1","1,638.2","1,547.7","1,578.4","1,565.7","1,533.7","1,509.5","1,462.1","1,379.5"
11/20/2024,"1,317.2","1,264.1","1,235.9","1,215.0","1,208.7","1,244.8","1,267.0","1,431.3","1,518.0","1,597.2","1,667.4","1,708.6","1,706.6","1,714.6","1,713.0","1,594.9","1,538.5","1,482.0","1,506.2","1,480.7","1,462.5","1,421.2","1,387.8","1,330.1"
11/21/2024,"1,268.7","1,228.5","1,192.5","1,174.6","1,152.8","1,213.7","1,227.7","1,373.1","1,492.4","1,580.4","1,646.5","1,667.1","1,662.2","1,711.2","1,736.9","1,698.3","1,609.6","1,505.5","1,547.3","1,572.8","1,503.0","1,462.4","1,415.1","1,339.6"
11/22/2024,"1,268.5","1,232.0","1,190.6","1,164.1","1,162.9","1,188.7","1,232.2","1,387.8","1,507.0","1,622.8","1,664.0","1,676.4","1,678.7","1,654.8","1,639.8","1,547.9","1,499.0","1,448.9","1,481.8","1,444.6","1,412.1","1,372.6","1,328.4","1,255.7"
11/23/2024,"1,207.9","1,157.7","1,136.8","1,119.9","1,106.6","1,126.9","1,138.4","1,219.8","1,316.4","1,373.2","1,416.5","1,430.0","1,436.5","1,423.8","1,432.2","1,436.1","1,376.9","1,385.7","1,441.0","1,426.8","1,382.5","1,367.7","1,338.7","1,293.6"
11/24/2024,"1,231.6","1,187.2","1,143.2","1,120.8","1,109.8","1,095.3","1,066.1","1,109.8","1,156.2","1,210.3","1,283.3","1,312.0","1,311.4","1,336.8","1,384.6","1,403.5","1,416.2","1,385.9","1,441.6","1,450.8","1,443.5","1,432.3","1,386.0","1,344.8"
11/25/2024,"1,286.2","1,228.2","1,200.8","1,178.5","1,181.3","1,239.8","1,265.7","1,430.1","1,527.4","1,611.0","1,644.9","1,668.4","1,679.0","1,724.2","1,753.4","1,735.1","1,643.3","1,559.9","1,601.2","1,595.2","1,565.3","1,540.5","1,499.9","1,436.5"
11/26/2024,"1,344.6","1,274.8","1,255.1","1,228.2","1,219.2","1,267.6","1,281.4","1,428.6","1,552.6","1,594.9","1,688.5","1,715.8","1,724.2","1,741.5","1,744.5","1,690.3","1,628.8","1,536.6","1,561.4","1,551.2","1,524.7","1,501.0","1,449.8","1,386.4"
11/27/2024,"1,313.5","1,270.3","1,235.7","1,210.9","1,198.0","1,258.5","1,278.7","1,421.4","1,534.3","1,588.9","1,640.0","1,675.5","1,658.2","1,673.0","1,685.7","1,625.2","1,547.9","1,471.2","1,480.2","1,457.5","1,401.5","1,374.1","1,328.0","1,291.5"
11/28/2024,"1,220.9","1,173.4","1,143.0","1,138.0","1,112.4","1,112.7","1,092.9","1,164.8","1,228.6","1,294.5","1,368.8","1,391.9","1,394.2","1,435.8","1,460.9","1,468.2","1,415.8","1,414.6","1,461.2","1,442.1","1,440.7","1,415.5","1,383.6","1,344.7"
11/29/2024,"1,267.9","1,211.6","1,183.0","1,151.1","1,148.2","1,194.0","1,232.8","1,395.5","1,527.4","1,619.1","1,663.9","1,714.0","1,697.5","1,732.3","1,741.4","1,747.8","1,686.4","1,588.8","1,604.3","1,574.5","1,541.1","1,490.3","1,455.3","1,410.5"
11/30/2024,"1,350.0","1,307.2","1,260.5","1,230.6","1,202.4","1,204.3","1,197.4","1,310.4","1,402.6","1,498.6","1,579.3","1,591.1","1,583.7","1,595.5","1,586.3","1,554.2","1,537.9","1,486.8","1,543.9","1,536.3","1,504.2","1,460.5","1,439.0","1,389.5"
12/1/2024,"1,354.9","1,297.2","1,271.2","1,224.1","1,191.0","1,177.3","1,156.1","1,170.0","1,217.3","1,283.1","1,351.5","1,426.6","1,430.3","1,426.0","1,439.2","1,479.6","1,467.5","1,438.2","1,514.7","1,510.8","1,478.1","1,469.0","1,432.7","1,378.3"
12/2/2024,"1,338.6","1,283.7","1,253.7","1,206.8","1,202.0","1,250.7","1,300.1","1,446.9","1,563.7","1,647.9","1,687.3","1,710.4","1,683.8","1,673.4","1,679.8","1,650.3","1,584.6","1,504.9","1,556.1","1,542.6","1,518.2","1,480.5","1,445.2","1,384.8"
12/3/2024,"1,309.8","1,274.9","1,240.7","1,223.7","1,206.9","1,249.8","1,294.6","1,473.1","1,568.1","1,675.4","1,714.8","1,735.2","1,753.7","1,823.8","1,820.8","1,731.8","1,642.0","1,571.6","1,606.9","1,602.5","1,584.2","1,539.5","1,489.6","1,427.1"
12/4/2024,"1,361.2","1,307.9","1,261.4","1,231.8","1,209.9","1,259.5","1,277.2","1,443.7","1,598.8","1,643.3","1,696.2","1,736.4","1,755.1","1,820.8","1,829.7","1,822.2","1,721.3","1,645.4","1,666.4","1,651.0","1,620.9","1,576.6","1,549.8","1,479.9"
12/5/2024,"1,384.3","1,313.9","1,282.2","1,252.5","1,238.6","1,267.9","1,295.0","1,481.4","1,569.7","1,664.0","1,738.9","1,766.0","1,763.3","1,804.9","1,823.3","1,794.8","1,731.9","1,628.5","1,676.8","1,652.4","1,648.6","1,634.2","1,552.4","1,482.4"
12/6/2024,"1,402.6","1,347.6","1,304.7","1,269.0","1,242.5","1,284.1","1,312.6","1,478.5","1,602.6","1,689.5","1,728.5","1,736.2","1,644.1","1,672.6","1,656.7","1,657.8","1,596.7","1,547.7","1,620.6","1,593.6","1,571.8","1,516.2","1,472.4","1,413.9"
12/7/2024,"1,343.5","1,293.8","1,248.6","1,206.1","1,194.9","1,208.9","1,195.3","1,313.5","1,395.2","1,474.8","1,539.4","1,532.1","1,543.4","1,552.9","1,555.9","1,558.9","1,579.8","1,521.6","1,571.9","1,557.9","1,513.8","1,473.2","1,459.3","1,410.1"
12/8/2024,"1,349.8","1,296.7","1,254.3","1,182.0","1,161.3","1,175.0","1,137.9","1,132.6","1,189.1","1,240.6","1,299.2","1,336.6","1,366.9","1,392.7","1,411.8","1,428.7","1,414.3","1,411.8","1,444.1","1,438.0","1,433.0","1,425.6","1,414.4","1,367.8"
12/9/2024,"1,303.0","1,259.9","1,224.7","1,193.0","1,161.2","1,147.5","1,132.8","1,176.7","1,239.9","1,318.3","1,424.1","1,456.1","1,508.5","1,530.6","1,579.2","1,556.0","1,541.6","1,535.0","1,576.8","1,570.3","1,556.1","1,535.6","1,483.5","1,419.2"
12/10/2024,"1,356.1","1,294.9","1,248.1","1,215.6","1,176.9","1,239.5","1,288.7","1,486.2","1,593.8","1,689.3","1,753.8","1,792.3","1,824.8","1,875.1","1,892.3","1,871.6","1,811.2","1,693.5","1,712.6","1,689.7","1,659.7","1,613.1","1,536.9","1,452.1"
12/11/2024,"1,385.1","1,339.0","1,292.4","1,262.3","1,247.1","1,272.2","1,287.8","1,469.3","1,601.7","1,677.9","1,764.0","1,795.6","1,822.9","1,821.2","1,826.1","1,776.9","1,712.7","1,615.4","1,644.1","1,629.4","1,611.6","1,559.3","1,504.3","1,461.2"
12/12/2024,"1,413.3","1,334.0","1,301.6","1,261.3","1,237.9","1,262.2","1,277.3","1,463.9","1,589.8","1,682.5","1,719.9","1,758.2","1,785.1","1,811.2","1,832.7","1,815.3","1,737.3","1,628.4","1,627.8","1,620.0","1,614.3","1,555.5","1,522.8","1,466.8"
12/13/2024,"1,405.8","1,338.6","1,287.5","1,244.3","1,224.6","1,257.3","1,270.1","1,410.5","1,508.3","1,611.4","1,664.2","1,703.7","1,722.5","1,741.7","1,745.0","1,689.5","1,671.6","1,578.3","1,607.0","1,592.3","1,561.2","1,516.5","1,451.7","1,418.7"
12/14/2024,"1,378.3","1,325.2","1,273.6","1,240.4","1,224.2","1,223.3","1,214.1","1,335.5","1,423.4","1,478.0","1,517.1","1,555.3","1,533.9","1,522.7","1,540.3","1,556.6","1,543.7","1,493.1","1,519.3","1,503.0","1,475.6","1,429.0","1,378.9","1,349.2"
12/15/2024,"1,302.5","1,235.9","1,214.7","1,185.2","1,147.9","1,138.9","1,128.2","1,113.1","1,163.4","1,210.8","1,291.4","1,282.9","1,317.2","1,333.1","1,326.2","1,334.3","1,338.8","1,346.7","1,424.0","1,422.0","1,409.7","1,386.8","1,352.8","1,335.1"
12/16/2024,"1,247.8","1,198.2","1,164.0","1,129.3","1,107.6","1,155.3","1,198.4","1,365.5","1,467.8","1,554.2","1,631.3","1,635.6","1,624.0","1,662.9","1,683.9","1,674.1","1,644.8","1,549.3","1,563.9","1,552.4","1,538.2","1,508.3","1,452.6","1,409.9"
12/17/2024,"1,356.6","1,290.4","1,250.2","1,221.7","1,192.3","1,217.4","1,247.6","1,394.6","1,524.4","1,575.9","1,625.9","1,652.9","1,683.5","1,742.1","1,757.1","1,728.5","1,682.1","1,602.4","1,699.8","1,680.1","1,668.4","1,625.3","1,581.9","1,477.3"
12/18/2024,"1,417.5","1,349.1","1,300.5","1,269.1","1,263.5","1,292.6","1,309.0","1,478.2","1,570.6","1,642.8","1,717.2","1,729.2","1,747.1","1,808.8","1,830.9","1,827.8","1,755.2","1,672.3","1,700.0","1,693.2","1,671.9","1,623.1","1,589.9","1,513.0"
12/19/2024,"1,459.7","1,394.9","1,344.0","1,310.8","1,287.5","1,317.8","1,328.7","1,464.9","1,562.8","1,651.2","1,723.1","1,757.2","1,761.3","1,790.0","1,811.4","1,783.8","1,725.6","1,637.2","1,705.7","1,680.3","1,656.1","1,600.1","1,559.3","1,504.1"
12/20/2024,"1,448.0","1,395.7","1,344.8","1,298.0","1,260.7","1,258.8","1,271.6","1,259.4","1,355.5","1,431.8","1,485.3","1,482.8","1,509.5","1,508.6","1,496.6","1,463.0","1,468.3","1,473.0","1,540.1","1,539.4","1,530.0","1,516.6","1,469.8","1,425.0"
12/21/2024,"1,364.0","1,304.0","1,255.1","1,224.9","1,209.1","1,232.6","1,242.7","1,299.7","1,407.7","1,462.3","1,480.6","1,484.3","1,466.8","1,438.7","1,486.3","1,467.2","1,411.7","1,402.0","1,467.8","1,464.2","1,439.5","1,392.5","1,336.7","1,298.9"
12/22/2024,"1,264.7","1,239.8","1,191.7","1,151.4","1,131.8","1,120.4","1,124.4","1,095.3","1,134.8","1,200.1","1,261.9","1,278.1","1,281.0","1,311.7","1,330.2","1,336.0","1,291.5","1,292.5","1,398.0","1,389.7","1,376.9","1,356.9","1,335.6","1,279.8"
12/23/2024,"1,220.2","1,173.6","1,125.4","1,084.7","1,083.7","1,123.8","1,164.9","1,314.3","1,411.5","1,498.1","1,563.2","1,627.7","1,615.8","1,634.0","1,646.2","1,637.2","1,576.0","1,450.5","1,483.7","1,476.1","1,454.4","1,432.0","1,397.8","1,355.2"
